symbol,timeframe,model_name,ml_proba_threshold,folds,total_test_rows,base_pnl,ml_pnl,delta_pnl,base_avg_return,ml_avg_return,delta_avg_return,base_buys,ml_buys,ml_blocked_buys,avg_precision_1,avg_recall_1,avg_f1_1,ml_pnl_better,ml_buy_ratio,selection_eligible,selection_objective,selection_min_ml_buys,selection_min_ml_buy_ratio,selection_used_fallback
BTCUSDT,5m,LogisticRegression,0.5,10,5000,-150.19398764789076,-135.83446219113034,14.359525456760444,-0.18439398764789622,-0.1670344621911354,0.017359525456760824,57,52,5,0.4390201247208851,0.554557277133802,0.48761090218544345,True,0.9122807017543859,True,delta_pnl,30,0.15,False
