symbol,timeframe,model_name,fold,top_quantile,prediction_threshold,train_rows,test_rows,train_start,train_end,test_start,test_end,mae,rmse,corr,top_count,top_avg_actual_return,top_win_rate,top_avg_predicted_return,trade_count,total_pnl,avg_pnl,win_rate,final_equity,total_return
BTCUSDT,5m,RandomForestRegressor,9,0.8,7.779395087959158e-05,5000,1000,2025-12-15 20:35:00+00:00,2026-01-02 05:10:00+00:00,2026-01-02 05:15:00+00:00,2026-01-05 16:30:00+00:00,0.0011340744208202021,0.0016777164977854384,0.12564099942574714,140,0.0006022586897937128,54.285714285714285,0.00021047161912328912,41,-18.38776112358596,-0.4484819786240478,41.46341463414634,9981.612238876414,-0.18387761123585733
BTCUSDT,5m,RandomForestRegressor,9,0.9,0.00013633237642875234,5000,1000,2025-12-15 20:35:00+00:00,2026-01-02 05:10:00+00:00,2026-01-02 05:15:00+00:00,2026-01-05 16:30:00+00:00,0.0011340744208202021,0.0016777164977854384,0.12564099942574714,68,0.0010578156837116022,52.94117647058824,0.00033199804069460027,21,-6.023738665748738,-0.2868446983689875,38.095238095238095,9993.976261334248,-0.06023738665751808
BTCUSDT,5m,RandomForestRegressor,9,0.95,0.0002371241824190905,5000,1000,2025-12-15 20:35:00+00:00,2026-01-02 05:10:00+00:00,2026-01-02 05:15:00+00:00,2026-01-05 16:30:00+00:00,0.0011340744208202021,0.0016777164977854384,0.12564099942574714,43,0.001121548667769265,58.139534883720934,0.00041570234108802864,15,8.399147999675847,0.5599431999783898,46.666666666666664,10008.399147999675,0.08399147999674825
BTCUSDT,5m,RandomForestRegressor,10,0.8,4.83791125431898e-05,5000,1000,2025-12-19 07:55:00+00:00,2026-01-05 16:30:00+00:00,2026-01-05 16:35:00+00:00,2026-01-09 03:50:00+00:00,0.0014426727162165922,0.00198751011306066,0.039936344854926836,374,2.6359725208494168e-05,52.406417112299465,0.00023579199684846004,60,-98.80784939717262,-1.646797489952877,35.0,9901.192150602825,-0.9880784939717523
BTCUSDT,5m,RandomForestRegressor,10,0.9,0.00014142674324613735,5000,1000,2025-12-19 07:55:00+00:00,2026-01-05 16:30:00+00:00,2026-01-05 16:35:00+00:00,2026-01-09 03:50:00+00:00,0.0014426727162165922,0.00198751011306066,0.039936344854926836,199,1.9217814579910512e-05,50.753768844221106,0.0003713264943630647,40,-67.80881079867186,-1.6952202699667964,35.0,9932.191189201332,-0.6780881079866776
BTCUSDT,5m,RandomForestRegressor,10,0.95,0.0002700328701880161,5000,1000,2025-12-19 07:55:00+00:00,2026-01-05 16:30:00+00:00,2026-01-05 16:35:00+00:00,2026-01-09 03:50:00+00:00,0.0014426727162165922,0.00198751011306066,0.039936344854926836,103,-3.824519940943121e-05,51.45631067961165,0.0005455284229422196,30,-55.53477504725845,-1.8511591682419484,36.666666666666664,9944.465224952743,-0.5553477504725742
BTCUSDT,5m,RandomForestRegressor,11,0.8,1.7787261621474092e-05,5000,1000,2025-12-22 19:15:00+00:00,2026-01-09 03:50:00+00:00,2026-01-09 03:55:00+00:00,2026-01-12 15:10:00+00:00,0.0010120507504067348,0.0017571014952326837,0.035825025587942,203,0.0001727410715519161,52.70935960591133,0.0002386361020788515,37,-37.03271214387064,-1.0008841119965037,32.432432432432435,9962.967287856129,-0.3703271214387132
BTCUSDT,5m,RandomForestRegressor,11,0.9,0.00017797770366200346,5000,1000,2025-12-22 19:15:00+00:00,2026-01-09 03:50:00+00:00,2026-01-09 03:55:00+00:00,2026-01-12 15:10:00+00:00,0.0010120507504067348,0.0017571014952326837,0.035825025587942,113,1.3008310979125827e-05,53.98230088495575,0.00038196936570318335,20,-12.7546771533016,-0.63773385766508,40.0,9987.245322846702,-0.12754677153297964
BTCUSDT,5m,RandomForestRegressor,11,0.95,0.0003324747378256875,5000,1000,2025-12-22 19:15:00+00:00,2026-01-09 03:50:00+00:00,2026-01-09 03:55:00+00:00,2026-01-12 15:10:00+00:00,0.0010120507504067348,0.0017571014952326837,0.035825025587942,51,-9.307466846903136e-05,50.98039215686274,0.000513965057977762,16,-17.18981352154117,-1.074363345096323,31.25,9982.810186478462,-0.17189813521537872
BTCUSDT,5m,RandomForestRegressor,12,0.8,2.0179319259528974e-05,5000,1000,2025-12-26 06:35:00+00:00,2026-01-12 15:10:00+00:00,2026-01-12 15:15:00+00:00,2026-01-16 02:30:00+00:00,0.0015677199756885425,0.002212739165247729,0.1062124447116486,349,0.0004769474426788616,56.446991404011456,0.0002563461952561729,57,1.4813754293065813,0.025989042619413708,43.859649122807014,10001.481375429299,0.01481375429299078
BTCUSDT,5m,RandomForestRegressor,12,0.9,0.00016706888334702084,5000,1000,2025-12-26 06:35:00+00:00,2026-01-12 15:10:00+00:00,2026-01-12 15:15:00+00:00,2026-01-16 02:30:00+00:00,0.0015677199756885425,0.002212739165247729,0.1062124447116486,157,0.0005625200111161314,56.68789808917197,0.0004712906317586997,38,-36.400680247529294,-0.9579126380928762,36.84210526315789,9963.599319752464,-0.36400680247536
BTCUSDT,5m,RandomForestRegressor,12,0.95,0.0003112868542973043,5000,1000,2025-12-26 06:35:00+00:00,2026-01-12 15:10:00+00:00,2026-01-12 15:15:00+00:00,2026-01-16 02:30:00+00:00,0.0015677199756885425,0.002212739165247729,0.1062124447116486,87,0.000971604690620636,62.06896551724138,0.0006727865626999907,32,-37.363355261373954,-1.167604851917936,40.625,9962.63664473862,-0.37363355261379183
BTCUSDT,5m,RandomForestRegressor,13,0.8,0.00011221141785347663,5000,1000,2025-12-29 17:55:00+00:00,2026-01-16 02:30:00+00:00,2026-01-16 02:35:00+00:00,2026-01-19 13:50:00+00:00,0.000807588860786418,0.0013930603563370155,-0.17776664981457274,93,-0.0007361438074654907,50.53763440860215,0.0005382990203744886,24,-45.12468318601066,-1.880195132750444,29.166666666666668,9954.875316813988,-0.4512468318601168
BTCUSDT,5m,RandomForestRegressor,13,0.9,0.0003505893595852645,5000,1000,2025-12-29 17:55:00+00:00,2026-01-16 02:30:00+00:00,2026-01-16 02:35:00+00:00,2026-01-19 13:50:00+00:00,0.000807588860786418,0.0013930603563370155,-0.17776664981457274,42,-0.0015697721901527365,38.095238095238095,0.0009567520722709609,11,-37.6166912160935,-3.4196992014630454,27.27272727272727,9962.383308783907,-0.37616691216093384
BTCUSDT,5m,RandomForestRegressor,13,0.95,0.0006780613199284767,5000,1000,2025-12-29 17:55:00+00:00,2026-01-16 02:30:00+00:00,2026-01-16 02:35:00+00:00,2026-01-19 13:50:00+00:00,0.000807588860786418,0.0013930603563370155,-0.17776664981457274,27,-0.0018360262774727446,33.33333333333333,0.001231589242501074,4,-37.04436214701434,-9.261090536753585,25.0,9962.955637852987,-0.3704436214701309
BTCUSDT,5m,RandomForestRegressor,14,0.8,9.820180745055555e-05,5000,1000,2026-01-02 05:15:00+00:00,2026-01-19 13:50:00+00:00,2026-01-19 13:55:00+00:00,2026-01-23 01:10:00+00:00,0.001618692984210568,0.002445513658495783,-0.012736082001687432,264,7.049450791932709e-05,50.75757575757576,0.00043106314233431716,49,-103.14768645615789,-2.105054825635875,24.489795918367346,9896.85231354384,-1.0314768645615913
BTCUSDT,5m,RandomForestRegressor,14,0.9,0.00025964368750036913,5000,1000,2026-01-02 05:15:00+00:00,2026-01-19 13:50:00+00:00,2026-01-19 13:55:00+00:00,2026-01-23 01:10:00+00:00,0.001618692984210568,0.002445513658495783,-0.012736082001687432,152,-7.443690868328431e-05,48.68421052631579,0.00062343347763601,37,-35.92542139202237,-0.9709573349195235,35.13513513513514,9964.074578607979,-0.35925421392021234
BTCUSDT,5m,RandomForestRegressor,14,0.95,0.0005207673718636927,5000,1000,2026-01-02 05:15:00+00:00,2026-01-19 13:50:00+00:00,2026-01-19 13:55:00+00:00,2026-01-23 01:10:00+00:00,0.001618692984210568,0.002445513658495783,-0.012736082001687432,80,-0.0002113670498445893,48.75,0.0008488223678941278,27,-42.72410715978117,-1.5823743392511544,33.33333333333333,9957.275892840225,-0.42724107159774577
BTCUSDT,5m,RandomForestRegressor,15,0.8,7.008152937649243e-05,5000,1000,2026-01-05 16:35:00+00:00,2026-01-23 01:10:00+00:00,2026-01-23 01:15:00+00:00,2026-01-26 12:30:00+00:00,0.0010805163169677577,0.0017076781473309,0.039590581545173475,176,0.0002169029936429853,56.25,0.00034753266126079667,37,-19.976842531684383,-0.5399146630184969,35.13513513513514,9980.023157468311,-0.19976842531688818
BTCUSDT,5m,RandomForestRegressor,15,0.9,0.00021072351572990836,5000,1000,2026-01-05 16:35:00+00:00,2026-01-23 01:10:00+00:00,2026-01-23 01:15:00+00:00,2026-01-26 12:30:00+00:00,0.0010805163169677577,0.0017076781473309,0.039590581545173475,88,0.0001445913750189357,53.40909090909091,0.0005613503943063129,23,-16.711222838735694,-0.7265749060319867,39.130434782608695,9983.288777161266,-0.16711222838734102
BTCUSDT,5m,RandomForestRegressor,15,0.95,0.0003768351388572948,5000,1000,2026-01-05 16:35:00+00:00,2026-01-23 01:10:00+00:00,2026-01-23 01:15:00+00:00,2026-01-26 12:30:00+00:00,0.0010805163169677577,0.0017076781473309,0.039590581545173475,50,-0.0001412072310843972,40.0,0.000768063537204763,12,8.387980027319259,0.6989983356099382,50.0,10008.387980027317,0.08387980027317099
BTCUSDT,5m,RandomForestRegressor,16,0.8,0.00011334430868200487,5000,1000,2026-01-09 03:55:00+00:00,2026-01-26 12:30:00+00:00,2026-01-26 12:35:00+00:00,2026-01-29 23:50:00+00:00,0.0016235969633063329,0.0024237994927957967,0.06671353606153013,326,-6.819108821123064e-05,56.13496932515337,0.00035311570276651955,60,-107.11461203735314,-1.7852435339558856,38.333333333333336,9892.885387962646,-1.0711461203735415
BTCUSDT,5m,RandomForestRegressor,16,0.9,0.00025400100701479983,5000,1000,2026-01-09 03:55:00+00:00,2026-01-26 12:30:00+00:00,2026-01-26 12:35:00+00:00,2026-01-29 23:50:00+00:00,0.0016235969633063329,0.0024237994927957967,0.06671353606153013,165,-0.00029802630648119894,51.515151515151516,0.000525166443970952,35,-93.79811461502106,-2.679946131857745,37.142857142857146,9906.201885384977,-0.9379811461502322
BTCUSDT,5m,RandomForestRegressor,16,0.95,0.00045892960854812667,5000,1000,2026-01-09 03:55:00+00:00,2026-01-26 12:30:00+00:00,2026-01-26 12:35:00+00:00,2026-01-29 23:50:00+00:00,0.0016235969633063329,0.0024237994927957967,0.06671353606153013,75,-0.00046036880432539227,49.333333333333336,0.0007585796358898537,17,-62.66288364732782,-3.6860519792545774,41.17647058823529,9937.337116352674,-0.6266288364732645
BTCUSDT,5m,RandomForestRegressor,17,0.8,7.382093203517794e-05,5000,1000,2026-01-12 15:15:00+00:00,2026-01-29 23:50:00+00:00,2026-01-29 23:55:00+00:00,2026-02-02 11:10:00+00:00,0.002844850528278707,0.004175248701424919,-0.05094530722396243,385,-0.000560640654117908,47.79220779220779,0.0003677369709733884,63,-157.48065022668857,-2.499692860741088,33.33333333333333,9842.519349773314,-1.574806502266856
BTCUSDT,5m,RandomForestRegressor,17,0.9,0.00013057337187812596,5000,1000,2026-01-12 15:15:00+00:00,2026-01-29 23:50:00+00:00,2026-01-29 23:55:00+00:00,2026-02-02 11:10:00+00:00,0.002844850528278707,0.004175248701424919,-0.05094530722396243,272,-0.0007029237891141843,47.05882352941176,0.00047852347649126627,52,-207.1563412097861,-3.9837757924958863,28.846153846153843,9792.843658790214,-2.0715634120978574
BTCUSDT,5m,RandomForestRegressor,17,0.95,0.0002692627216751487,5000,1000,2026-01-12 15:15:00+00:00,2026-01-29 23:50:00+00:00,2026-01-29 23:55:00+00:00,2026-02-02 11:10:00+00:00,0.002844850528278707,0.004175248701424919,-0.05094530722396243,173,-0.00039807030258994896,52.601156069364166,0.0006447465437763301,38,-116.3926790058299,-3.062965236995524,36.84210526315789,9883.607320994168,-1.1639267900583217
BTCUSDT,5m,RandomForestRegressor,18,0.8,-4.451588327873223e-05,5000,1000,2026-01-16 02:35:00+00:00,2026-02-02 11:10:00+00:00,2026-02-02 11:15:00+00:00,2026-02-05 22:30:00+00:00,0.0035765718517371996,0.005173393672204778,0.009513864015997233,334,-0.00038356344137478407,44.91017964071856,0.0006021035997598696,61,-225.75337667780013,-3.70087502750492,37.704918032786885,9774.246623322199,-2.2575337667780153
BTCUSDT,5m,RandomForestRegressor,18,0.9,-3.187088472665327e-05,5000,1000,2026-01-16 02:35:00+00:00,2026-02-02 11:10:00+00:00,2026-02-02 11:15:00+00:00,2026-02-05 22:30:00+00:00,0.0035765718517371996,0.005173393672204778,0.009513864015997233,276,-0.00024660267329010776,45.65217391304348,0.0007366138163722177,53,-226.1626953685526,-4.2672206673311806,35.84905660377358,9773.837304631446,-2.261626953685536
BTCUSDT,5m,RandomForestRegressor,18,0.95,3.95801277636021e-05,5000,1000,2026-01-16 02:35:00+00:00,2026-02-02 11:10:00+00:00,2026-02-02 11:15:00+00:00,2026-02-05 22:30:00+00:00,0.0035765718517371996,0.005173393672204778,0.009513864015997233,214,-0.00029351084412693624,44.39252336448598,0.0009508820270227087,43,-161.51340013054505,-3.75612558443128,41.86046511627907,9838.486599869457,-1.615134001305432
BTCUSDT,5m,RandomForestRegressor,19,0.8,-0.00011775686924287064,5000,1000,2026-01-19 13:55:00+00:00,2026-02-05 22:30:00+00:00,2026-02-05 22:35:00+00:00,2026-02-09 09:50:00+00:00,0.00344194676383197,0.005274038769782761,0.16357250742826904,188,0.0009356991603673888,57.446808510638306,0.00036322815856808103,42,-9.678154087310077,-0.23043224017404945,45.23809523809524,9990.321845912695,-0.09678154087305302
BTCUSDT,5m,RandomForestRegressor,19,0.9,-0.00010369455596233333,5000,1000,2026-01-19 13:55:00+00:00,2026-02-05 22:30:00+00:00,2026-02-05 22:35:00+00:00,2026-02-09 09:50:00+00:00,0.00344194676383197,0.005274038769782761,0.16357250742826904,140,0.0009655452645558898,56.42857142857143,0.0005267219047716249,35,13.466139268551046,0.3847468362443156,48.57142857142857,10013.466139268554,0.1346613926855389
BTCUSDT,5m,RandomForestRegressor,19,0.95,7.687501208376473e-06,5000,1000,2026-01-19 13:55:00+00:00,2026-02-05 22:30:00+00:00,2026-02-05 22:35:00+00:00,2026-02-09 09:50:00+00:00,0.00344194676383197,0.005274038769782761,0.16357250742826904,80,0.001011451728933916,56.25,0.0009753472444435907,26,20.728438624072282,0.7972476393873955,53.84615384615385,10020.728438624074,0.20728438624073534
BTCUSDT,5m,RandomForestRegressor,20,0.8,-7.253908025131913e-05,5000,1000,2026-01-23 01:15:00+00:00,2026-02-09 09:50:00+00:00,2026-02-09 09:55:00+00:00,2026-02-12 21:10:00+00:00,0.0025856936611171433,0.003513980273640369,0.04357378582051856,256,0.00012145605163497146,55.46875,5.426669600591605e-05,51,-77.50879338487289,-1.519780262448488,37.254901960784316,9922.491206615125,-0.7750879338487539
BTCUSDT,5m,RandomForestRegressor,20,0.9,-2.3639070934628114e-05,5000,1000,2026-01-23 01:15:00+00:00,2026-02-09 09:50:00+00:00,2026-02-09 09:55:00+00:00,2026-02-12 21:10:00+00:00,0.0025856936611171433,0.003513980273640369,0.04357378582051856,108,0.0006529673561562879,59.25925925925925,0.00021069213200458552,32,-27.028650929252535,-0.8446453415391417,46.875,9972.971349070745,-0.27028650929254583
BTCUSDT,5m,RandomForestRegressor,20,0.95,0.00018029567305950198,5000,1000,2026-01-23 01:15:00+00:00,2026-02-09 09:50:00+00:00,2026-02-09 09:55:00+00:00,2026-02-12 21:10:00+00:00,0.0025856936611171433,0.003513980273640369,0.04357378582051856,45,0.0007573361804326111,55.55555555555556,0.00047211618668609835,18,11.32312340529029,0.6290624114050161,50.0,10011.323123405291,0.11323123405290972
BTCUSDT,5m,RandomForestRegressor,21,0.8,-7.673795652542578e-05,5000,1000,2026-01-26 12:35:00+00:00,2026-02-12 21:10:00+00:00,2026-02-12 21:15:00+00:00,2026-02-16 08:30:00+00:00,0.0016600752781079143,0.00237730948368311,-0.05718639815652316,112,0.0002202117326292967,61.60714285714286,-4.489525149277564e-06,23,-26.56715117053716,-1.1550935291537896,43.47826086956522,9973.432848829463,-0.2656715117053682
BTCUSDT,5m,RandomForestRegressor,21,0.9,-9.579783866024762e-06,5000,1000,2026-01-26 12:35:00+00:00,2026-02-12 21:10:00+00:00,2026-02-12 21:15:00+00:00,2026-02-16 08:30:00+00:00,0.0016600752781079143,0.00237730948368311,-0.05718639815652316,37,0.0003183715139520755,59.45945945945946,0.00011655748102394904,14,-11.002849389901826,-0.7859178135644161,42.857142857142854,9988.9971506101,-0.11002849389900804
BTCUSDT,5m,RandomForestRegressor,21,0.95,0.00018970300484142264,5000,1000,2026-01-26 12:35:00+00:00,2026-02-12 21:10:00+00:00,2026-02-12 21:15:00+00:00,2026-02-16 08:30:00+00:00,0.0016600752781079143,0.00237730948368311,-0.05718639815652316,9,-0.00047724733108354457,33.33333333333333,0.0003355508226640305,5,-4.911615272811787,-0.9823230545623574,20.0,9995.088384727187,-0.049116152728129234
