symbol,timeframe,model_name,ml_proba_threshold,folds,total_test_rows,signal_count,trade_count,total_pnl,avg_fold_return,avg_pnl,avg_win_rate,take_profit_count,stop_loss_count,time_exit_count,avg_profit_factor,avg_precision_1,avg_recall_1,avg_f1_1,trade_ratio,selection_eligible,selection_objective,selection_min_trades,selection_min_trade_ratio,selection_used_fallback
BTCUSDT,5m,RandomForest,0.3,90,45000,19871,2835,-3440.126985717457,-0.38223633174636373,-1.1820999887703294,36.70858901438761,271,440,2124,0.557793237620289,0.11735818307603499,0.3314992131102274,0.15941904863009404,0.063,True,total_pnl,10,0.01,False
