symbol,timeframe,folds,train_rows,test_rows,step_rows,selection_objective,fee_rate,base_trade_count,filtered_trade_count,blocked_trade_count,base_total_pnl,filtered_total_pnl,delta_pnl,base_avg_pnl,filtered_avg_pnl,avg_base_win_rate,avg_filtered_win_rate,base_profit_factor,filtered_profit_factor,delta_positive_folds,delta_positive_fold_rate,filtered_profitable_folds,filtered_profitable_fold_rate
SOLUSDT,5m,26,5000,1000,1000,delta_pnl,0.0006,221,94,127,-77.07557492837736,-78.93145274354742,-1.8558778151700608,-0.3487582575944677,-0.8396963057824194,48.53944132790287,41.941391941391934,0.9102452945172284,0.7893688398374026,14,53.84615384615385,13,50.0
