symbol,timeframe,fold,train_start,train_end,test_start,test_end,selection_objective,condition,condition_size,train_condition,train_condition_size,train_tp_rate,train_sl_rate,train_lookahead_steps,train_reward_risk,train_condition_rate_pct,train_entry_count,train_tp_count,train_sl_count,train_time_exit_count,train_tp_rate_pct,train_sl_rate_pct,train_time_exit_rate_pct,train_avg_gross_return,train_avg_net_return,train_trade_count,train_total_pnl,train_avg_pnl,train_win_rate,train_gross_profit,train_gross_loss,train_profit_factor,train_final_equity,train_total_return,train_sim_tp_count,train_sim_sl_count,train_sim_time_exit_count,test_tp_rate,test_sl_rate,test_lookahead_steps,test_reward_risk,test_condition_rate_pct,test_entry_count,test_tp_count,test_sl_count,test_time_exit_count,test_tp_rate_pct,test_sl_rate_pct,test_time_exit_rate_pct,test_avg_gross_return,test_avg_net_return,test_trade_count,test_total_pnl,test_avg_pnl,test_win_rate,test_gross_profit,test_gross_loss,test_profit_factor,test_final_equity,test_total_return,test_sim_tp_count,test_sim_sl_count,test_sim_time_exit_count
BTCUSDT,15m,24,2025-08-09 12:00:00+00:00,2025-09-30 13:45:00+00:00,2025-09-30 14:00:00+00:00,2025-10-10 23:45:00+00:00,total_pnl,volume_zscore_24 between q50-q75 AND 55 <= rsi_14 < 65,2,volume_zscore_24 between q50-q75 AND 55 <= rsi_14 < 65,2,0.03,0.012,72,2.5,5.08,254,19,69,166,7.480314960629922,27.165354330708663,65.35433070866141,0.0015070704231052207,0.0003070704231052208,50,104.98566648475332,2.0997133296950663,52.0,281.79283824800245,176.80717176324913,1.5937862442895288,10104.985666484748,1.0498566648474843,4,9,37,0.03,0.012,72,2.5,3.8,38,4,10,24,10.526315789473683,26.31578947368421,63.1578947368421,0.005692000527841468,0.004492000527841468,9,47.97551568933591,5.330612854370656,66.66666666666666,76.04413170540306,28.068616016067153,2.7092227013214174,10047.975515689337,0.47975515689337045,1,2,6
BTCUSDT,15m,25,2025-08-19 22:00:00+00:00,2025-10-10 23:45:00+00:00,2025-10-11 00:00:00+00:00,2025-10-21 09:45:00+00:00,total_pnl,volume_zscore_24 between q50-q75 AND 55 <= rsi_14 < 65,2,volume_zscore_24 between q50-q75 AND 55 <= rsi_14 < 65,2,0.02,0.012,72,1.6666666666666667,4.4799999999999995,224,34,58,132,15.178571428571427,25.892857142857146,58.92857142857143,0.001512203277895082,0.0003122032778950822,52,106.20451228360378,2.04239446699238,51.92307692307693,312.5891349539286,206.3846226703248,1.5145950842144524,10106.204512283603,1.0620451228360253,10,12,30,0.02,0.012,72,1.6666666666666667,3.5999999999999996,36,10,20,6,27.77777777777778,55.55555555555556,16.666666666666664,-0.0007202333682852783,-0.001920233368285278,15,-78.65658725308481,-5.243772483538987,26.666666666666668,53.28748127597191,131.94406852905672,0.40386416661266544,9921.343412746912,-0.7865658725308823,2,10,3
BTCUSDT,15m,26,2025-08-30 08:00:00+00:00,2025-10-21 09:45:00+00:00,2025-10-21 10:00:00+00:00,2025-10-31 19:45:00+00:00,total_pnl,volume_zscore_24 > q75 AND 35 <= rsi_14 < 45,2,volume_zscore_24 > q75 AND 35 <= rsi_14 < 45,2,0.02,0.012,72,1.6666666666666667,4.3999999999999995,220,47,91,82,21.363636363636363,41.36363636363637,37.27272727272727,0.0007545965010458385,-0.00044540349895416144,60,146.3693764261294,2.4394896071021566,55.00000000000001,431.6787023943551,285.3093259682257,1.5130199509932256,10146.369376426124,1.4636937642612429,17,18,25,0.02,0.012,72,1.6666666666666667,3.9,39,9,16,14,23.076923076923077,41.02564102564102,35.8974358974359,0.0024893433841939013,0.0012893433841939014,13,19.38648128421744,1.4912677910936492,61.53846153846154,85.31270288421763,65.92622160000019,1.2940632848920524,10019.386481284215,0.19386481284214824,3,5,5
BTCUSDT,15m,27,2025-09-09 18:00:00+00:00,2025-10-31 19:45:00+00:00,2025-10-31 20:00:00+00:00,2025-11-11 05:45:00+00:00,total_pnl,volume_zscore_24 > q75 AND 35 <= rsi_14 < 45,2,volume_zscore_24 > q75 AND 35 <= rsi_14 < 45,2,0.02,0.012,96,1.6666666666666667,4.58,229,62,103,64,27.074235807860266,44.97816593886463,27.947598253275107,0.0009355043398720345,-0.00026449566012796543,60,163.15846538769915,2.7193077564616526,53.333333333333336,487.80743058799374,324.6489652002946,1.502568875545429,10163.15846538769,1.6315846538769072,24,24,12,0.02,0.012,96,1.6666666666666667,5.2,52,11,29,12,21.153846153846153,55.769230769230774,23.076923076923077,-0.001994267757312404,-0.0031942677573124035,15,-20.729457125219255,-1.3819638083479504,40.0,97.9377417547812,118.66719888000046,0.8253143470068637,9979.270542874778,-0.20729457125222328,5,9,1
BTCUSDT,15m,32,2025-10-31 20:00:00+00:00,2025-12-22 21:45:00+00:00,2025-12-22 22:00:00+00:00,2026-01-02 07:45:00+00:00,total_pnl,volume_zscore_24 > 0 AND 65 <= rsi_14 < 100,2,volume_zscore_24 > 0 AND 65 <= rsi_14 < 100,2,0.03,0.008,48,3.75,6.4399999999999995,322,39,182,101,12.111801242236025,56.52173913043478,31.366459627329192,0.0012307353078497443,3.0735307849744445e-05,62,119.16798140474236,1.922064216205522,40.32258064516129,392.9040232727933,273.73604186805096,1.4353390243809578,10119.167981404742,1.1916798140474203,8,27,27,0.03,0.008,48,3.75,9.1,91,0,49,42,0.0,53.84615384615385,46.15384615384615,-0.0030866945732386424,-0.004286694573238642,13,-33.65819003378124,-2.589091541060095,30.76923076923077,17.96613699182626,51.6243270256075,0.34801687551131505,9966.341809966216,-0.33658190033784197,0,4,9
BTCUSDT,15m,33,2025-11-11 06:00:00+00:00,2026-01-02 07:45:00+00:00,2026-01-02 08:00:00+00:00,2026-01-12 17:45:00+00:00,total_pnl,volume_zscore_24 between q50-q75 AND 45 <= rsi_14 < 55,2,volume_zscore_24 between q50-q75 AND 45 <= rsi_14 < 55,2,0.03,0.006,24,5.0,5.7,285,18,121,146,6.315789473684211,42.45614035087719,51.2280701754386,0.0015693545274186012,0.0003693545274186013,129,178.24912118815223,1.3817761332414902,42.63565891472868,602.0763698056307,423.8272486174785,1.4205702247073533,10178.249121188164,1.7824912118816427,9,53,67,0.03,0.006,24,5.0,3.9,39,0,10,29,0.0,25.64102564102564,74.35897435897436,0.0023207465035907323,0.0011207465035907324,19,3.706747451501883,0.19509197113167806,52.63157894736842,41.61231688786779,37.90556943636591,1.0977889926630595,10003.7067474515,0.037067474515006325,0,4,15
BTCUSDT,15m,34,2025-11-21 16:00:00+00:00,2026-01-12 17:45:00+00:00,2026-01-12 18:00:00+00:00,2026-01-23 03:45:00+00:00,total_pnl,volume_zscore_24 between q50-q75 AND 45 <= rsi_14 < 55,2,volume_zscore_24 between q50-q75 AND 45 <= rsi_14 < 55,2,0.03,0.006,48,5.0,5.5,275,23,123,129,8.363636363636363,44.72727272727273,46.909090909090914,0.003058066488279021,0.001858066488279021,93,231.34847093616338,2.4876179670555203,39.784946236559136,571.6325564075307,340.28408547136735,1.6798686180568672,10231.348470936176,2.3134847093617643,10,43,40,0.03,0.006,48,5.0,4.3999999999999995,44,2,28,14,4.545454545454546,63.63636363636363,31.818181818181817,-0.0011077077203627225,-0.0023077077203627226,19,-31.51496185768349,-1.6586822030359731,26.31578947368421,44.270334450835776,75.78529630851926,0.5841546659738956,9968.48503814232,-0.31514961857679735,1,10,8
BTCUSDT,15m,35,2025-12-02 02:00:00+00:00,2026-01-23 03:45:00+00:00,2026-01-23 04:00:00+00:00,2026-02-02 13:45:00+00:00,total_pnl,rsi_14 <= q25 AND volume_zscore_24 > 2,2,rsi_14 <= q25 AND volume_zscore_24 > 2,2,0.02,0.008,96,2.5,2.9000000000000004,145,38,85,22,26.20689655172414,58.620689655172406,15.172413793103448,0.001409193578786534,0.0002091935787865342,61,181.02374516066425,2.9676023796830204,47.540983606557376,462.3564538632096,281.33270870254535,1.643450759762391,10181.023745160668,1.8102374516066813,23,30,8,0.02,0.008,96,2.5,3.9,39,4,35,0,10.256410256410255,89.74358974358975,0.0,-0.0051282051282051325,-0.006328205128205132,16,-63.1414558400005,-3.9463409900000315,18.75,56.329101599999944,119.47055744000045,0.47148940129696054,9936.85854416,-0.6314145583999925,3,13,0
BTCUSDT,15m,39,2026-01-12 18:00:00+00:00,2026-03-05 19:45:00+00:00,2026-03-05 20:00:00+00:00,2026-03-16 05:45:00+00:00,total_pnl,atr_14 > q75 AND rsi_14 > q75,2,atr_14 > q75 AND rsi_14 > q75,2,0.02,0.012,24,1.6666666666666667,7.359999999999999,368,97,126,145,26.358695652173914,34.23913043478261,39.40217391304348,0.001103665449277917,-9.633455072208296e-05,54,124.49133171631831,2.3053950317836724,53.70370370370371,387.7211844691883,263.22985275287,1.4729377402083472,10124.491331716314,1.2449133171631366,17,17,20,0.02,0.012,24,1.6666666666666667,4.8,47,7,16,24,14.893617021276595,34.04255319148936,51.06382978723404,0.0013174102663185004,0.00011741026631850054,10,24.27466112811885,2.427466112811885,60.0,77.01563840811923,52.74097728000038,1.4602618756805614,10024.274661128118,0.2427466112811817,3,4,3
BTCUSDT,15m,40,2026-01-23 04:00:00+00:00,2026-03-16 05:45:00+00:00,2026-03-16 06:00:00+00:00,2026-03-26 15:45:00+00:00,total_pnl,rolling_std_24 > q75 AND rsi_14 > q75,2,rolling_std_24 > q75 AND rsi_14 > q75,2,0.02,0.015,24,1.3333333333333335,6.819999999999999,341,99,80,162,29.03225806451613,23.46041055718475,47.50733137829912,0.002591928024442499,0.0013919280244424992,53,175.62062739029852,3.31359674321318,56.60377358490566,422.3836294450539,246.76300205475536,1.7116975637673968,10175.620627390303,1.756206273903026,19,11,23,0.02,0.015,24,1.3333333333333335,3.3000000000000003,33,5,7,21,15.151515151515152,21.21212121212121,63.63636363636363,-0.000899973588290974,-0.002099973588290974,4,2.100835012813832,0.525208753203458,25.0,18.776367199999868,16.675532187186036,1.1259830864305593,10002.100835012814,0.02100835012814059,1,0,3
BTCUSDT,15m,41,2026-02-02 14:00:00+00:00,2026-03-26 15:45:00+00:00,2026-03-26 16:00:00+00:00,2026-04-06 01:45:00+00:00,total_pnl,rolling_std_24 between q50-q75 AND atr_14 > q75,2,rolling_std_24 between q50-q75 AND atr_14 > q75,2,0.02,0.008,72,2.5,5.62,281,105,163,13,37.36654804270463,58.00711743772242,4.6263345195729535,0.0033208604370609904,0.0021208604370609903,52,170.65822451710198,3.2818889330211922,44.230769230769226,431.856445599999,261.198221082897,1.6533667182325098,10170.658224517107,1.7065822451710664,23,28,1,0.02,0.008,72,2.5,1.6,16,0,12,4,0.0,75.0,25.0,-0.004496134659826019,-0.005696134659826019,4,-26.07084413867358,-6.517711034668395,25.0,1.499284501326656,27.570128640000235,0.05438075828022844,9973.929155861326,-0.2607084413867415,0,3,1
BTCUSDT,15m,42,2026-02-13 00:00:00+00:00,2026-04-06 01:45:00+00:00,2026-04-06 02:00:00+00:00,2026-04-16 11:45:00+00:00,total_pnl,rolling_std_24 > q75 AND volume_zscore_24 between q25-q50,2,rolling_std_24 > q75 AND volume_zscore_24 between q25-q50,2,0.03,0.015,48,2.0,6.72,336,63,89,184,18.75,26.488095238095237,54.761904761904766,0.004705114845237192,0.003505114845237192,57,239.50362081185472,4.2018179089799075,54.385964912280706,529.5488999551817,290.045279143327,1.8257456267492052,10239.503620811854,2.395036208118545,11,13,33,0.03,0.015,48,2.0,3.9,39,0,7,32,0.0,17.94871794871795,82.05128205128204,-0.007364562568831266,-0.008564562568831266,6,-46.67415301447966,-7.779025502413276,16.666666666666664,0.06461847922946617,46.73877149370912,0.0013825455219370411,9953.325846985521,-0.46674153014479086,0,2,4
BTCUSDT,15m,43,2026-02-23 10:00:00+00:00,2026-04-16 11:45:00+00:00,2026-04-16 12:00:00+00:00,2026-04-26 21:45:00+00:00,total_pnl,volume_zscore_24 > q75 AND 45 <= rsi_14 < 55,2,volume_zscore_24 > q75 AND 45 <= rsi_14 < 55,2,0.03,0.015,72,2.0,4.08,204,41,87,76,20.098039215686274,42.64705882352941,37.254901960784316,0.0022508963947817594,0.0010508963947817595,62,294.77121011857344,4.7543743567511845,58.06451612903226,643.1962609454575,348.4250508268841,1.8460103813403224,10294.771210118566,2.9477121011856613,18,20,24,0.03,0.015,72,2.0,4.3999999999999995,44,4,9,31,9.090909090909092,20.454545454545457,70.45454545454545,0.0029244858807437896,0.0017244858807437897,13,23.450823671548164,1.8039095131960126,46.15384615384615,94.75690902697932,71.30608535543115,1.3288754887420278,10023.450823671546,0.23450823671546459,2,3,8
BTCUSDT,15m,44,2026-03-05 20:00:00+00:00,2026-04-26 21:45:00+00:00,2026-04-26 22:00:00+00:00,2026-05-07 07:45:00+00:00,total_pnl,volume_zscore_24 > q75 AND 45 <= rsi_14 < 55,2,volume_zscore_24 > q75 AND 45 <= rsi_14 < 55,2,0.03,0.015,72,2.0,4.34,217,33,79,105,15.207373271889402,36.405529953917046,48.38709677419355,0.0022376254166031726,0.0010376254166031727,59,251.79196315436116,4.267660392446799,59.32203389830508,536.602574372437,284.8106112180758,1.8840680551805962,10251.791963154355,2.517919631543555,13,15,31,0.03,0.015,72,2.0,3.3000000000000003,33,2,9,22,6.0606060606060606,27.27272727272727,66.66666666666666,0.004931715717647584,0.0037317157176475846,11,40.03857636390683,3.6398705785369843,63.63636363636363,88.68949560863928,48.65091924473245,1.822976769719349,10040.038576363908,0.4003857636390785,1,3,7
BTCUSDT,1h,1,2020-09-03 22:00:00+00:00,2021-03-31 05:00:00+00:00,2021-03-31 06:00:00+00:00,2021-05-11 21:00:00+00:00,total_pnl,volume_zscore_24 <= 0 AND rsi_14 > q75,2,volume_zscore_24 <= 0 AND rsi_14 > q75,2,0.03,0.015,48,2.0,14.7,735,313,366,56,42.585034013605444,49.795918367346935,7.6190476190476195,0.005722534043073359,0.004522534043073359,180,861.8131665614162,4.787850925341202,47.77777777777778,2342.336186159716,1480.5230195982986,1.5821004841891941,10861.813166561387,8.618131665613873,80,91,9,0.03,0.015,48,2.0,11.0,110,26,80,4,23.636363636363637,72.72727272727273,3.6363636363636362,-0.003857536086935224,-0.005057536086935224,24,-105.49253774408896,-4.395522406003707,25.0,172.58622479999963,278.0787625440886,0.6206379200663933,9894.50746225591,-1.0549253774409044,6,17,1
BTCUSDT,1h,2,2020-10-15 14:00:00+00:00,2021-05-11 21:00:00+00:00,2021-05-11 22:00:00+00:00,2021-06-22 13:00:00+00:00,total_pnl,volume_zscore_24 <= 0 AND rsi_14 > q75,2,volume_zscore_24 <= 0 AND rsi_14 > q75,2,0.03,0.015,48,2.0,14.38,719,312,394,13,43.39360222531293,54.79833101529903,1.808066759388039,0.0048925829946769,0.0036925829946769005,185,695.7348080044986,3.7607286919162086,44.32432432432433,2337.566082617718,1641.8312746132183,1.4237553631498465,10695.734808004469,6.957348080044685,81,101,3,0.03,0.015,48,2.0,9.0,90,34,56,0,37.77777777777778,62.22222222222222,0.0,0.001999999999999997,0.0007999999999999971,36,-133.07907239999963,-3.6966408999999896,27.77777777777778,287.6437080000003,420.7227803999999,0.6836894064222636,9866.920927599997,-1.330790724000035,10,26,0
BTCUSDT,1h,3,2020-11-26 06:00:00+00:00,2021-06-22 13:00:00+00:00,2021-06-22 14:00:00+00:00,2021-08-03 05:00:00+00:00,total_pnl,volume_zscore_24 between q50-q75 AND 65 <= rsi_14 < 100,2,volume_zscore_24 between q50-q75 AND 65 <= rsi_14 < 100,2,0.03,0.015,48,2.0,5.92,296,124,171,1,41.891891891891895,57.770270270270274,0.33783783783783783,0.003920582748621945,0.0027205827486219457,139,467.9801713770778,3.366763822856675,43.884892086330936,1730.148512577078,1262.1683412000002,1.3707747660127079,10467.980171377056,4.679801713770558,60,78,1,0.03,0.015,48,2.0,5.8999999999999995,59,22,37,0,37.28813559322034,62.71186440677966,0.0,0.0017796610169491516,0.0005796610169491517,25,134.81105940000032,5.392442376000012,48.0,345.17244960000016,210.36139019999985,1.6408545754134325,10134.811059399995,1.3481105939999543,12,13,0
BTCUSDT,1h,4,2021-01-06 22:00:00+00:00,2021-08-03 05:00:00+00:00,2021-08-03 06:00:00+00:00,2021-09-13 21:00:00+00:00,total_pnl,volume_zscore_24 between q50-q75 AND 65 <= rsi_14 < 100,2,volume_zscore_24 between q50-q75 AND 65 <= rsi_14 < 100,2,0.03,0.015,48,2.0,5.56,278,108,170,0,38.84892086330935,61.15107913669065,0.0,0.0024820143884892103,0.0012820143884892104,129,429.5446505999993,3.3298034930232503,43.41085271317829,1610.8047648,1181.2601142000008,1.363632569521663,10429.544650599979,4.29544650599979,56,73,0,0.03,0.015,48,2.0,5.1,51,16,34,1,31.372549019607842,66.66666666666666,1.9607843137254901,-0.0005969372092067884,-0.0017969372092067884,20,5.527945527890324,0.2763972763945162,35.0,201.35059560000013,195.8226500721098,1.028229346941504,10005.527945527887,0.055279455278869134,7,12,1
BTCUSDT,1h,5,2021-02-17 14:00:00+00:00,2021-09-13 21:00:00+00:00,2021-09-13 22:00:00+00:00,2021-10-25 13:00:00+00:00,total_pnl,volume_zscore_24 between q25-q50 AND 45 <= rsi_14 < 55,2,volume_zscore_24 between q25-q50 AND 45 <= rsi_14 < 55,2,0.015,0.015,48,1.0,6.08,303,191,111,1,63.03630363036304,36.633663366336634,0.33003300330033003,0.003956231815765969,0.002756231815765969,180,383.3450159999894,2.1296945333332746,61.111111111111114,1516.0601939999906,1132.7151780000013,1.3384301927311058,10383.34501600004,3.8334501600003934,110,70,0,0.015,0.015,48,1.0,5.5,55,20,35,0,36.36363636363637,63.63636363636363,0.0,-0.004090909090909092,-0.005290909090909092,26,-91.11866160000045,-3.504563907692325,42.30769230769231,151.60601939999935,242.7246809999998,0.6246007566078519,9908.881338400004,-0.911186615999959,11,15,0
BTCUSDT,1h,6,2021-03-31 06:00:00+00:00,2021-10-25 13:00:00+00:00,2021-10-25 14:00:00+00:00,2021-12-06 05:00:00+00:00,total_pnl,volume_zscore_24 > q75 AND rsi_14 > q75,2,volume_zscore_24 > q75 AND rsi_14 > q75,2,0.03,0.015,72,2.0,6.02,300,118,179,3,39.33333333333333,59.66666666666667,1.0,0.0028921670525465753,0.0016921670525465754,113,442.7052669265663,3.917745725013861,45.13274336283185,1445.9672817265673,1003.2620148000011,1.4412658511892518,10442.705266926549,4.4270526692654855,50,62,1,0.03,0.015,72,2.0,5.4,54,16,38,0,29.629629629629626,70.37037037037037,0.0,-0.0016666666666666685,-0.0028666666666666684,19,-127.66719780000005,-6.719326200000003,21.052631578947366,115.05748319999975,242.7246809999998,0.47402465511943487,9872.332802199999,-1.2766719780000129,4,15,0
BTCUSDT,1h,7,2021-05-11 22:00:00+00:00,2021-12-06 05:00:00+00:00,2021-12-06 06:00:00+00:00,2022-01-16 21:00:00+00:00,total_pnl,volume_zscore_24 > 0 AND 65 <= rsi_14 < 100,2,volume_zscore_24 > 0 AND 65 <= rsi_14 < 100,2,0.03,0.006,72,5.0,7.580000000000001,379,82,297,0,21.63588390501319,78.3641160949868,0.0,0.0017889182058047491,0.0005889182058047492,151,424.1273781599963,2.808790583841035,27.81456953642384,1208.1035736000006,783.9761954400043,1.5409952248893937,10424.127378160016,4.241273781600157,42,109,0,0.03,0.006,72,5.0,4.8,48,5,43,0,10.416666666666668,89.58333333333334,0.0,-0.0022500000000000007,-0.003450000000000001,19,7.170850799999357,0.37741319999996614,21.052631578947366,115.0574832000002,107.88663240000085,1.066466536590119,10007.170850800003,0.07170850800002881,4,15,0
BTCUSDT,1h,8,2021-06-22 14:00:00+00:00,2022-01-16 21:00:00+00:00,2022-01-16 22:00:00+00:00,2022-02-27 13:00:00+00:00,total_pnl,volume_zscore_24 > 0 AND 65 <= rsi_14 < 100,2,volume_zscore_24 > 0 AND 65 <= rsi_14 < 100,2,0.03,0.006,72,5.0,7.42,371,76,295,0,20.485175202156334,79.51482479784366,0.0,0.0013746630727762797,0.00017466307277627983,139,366.6094322399965,2.6374779297841475,27.33812949640288,1093.0460904000008,726.4366581600043,1.5046681333078422,10366.609432240015,3.6660943224001494,38,101,0,0.03,0.006,72,5.0,6.9,69,9,60,0,13.043478260869565,86.95652173913044,0.0,-0.0013043478260869577,-0.0025043478260869576,31,-7.224829200001068,-0.23305900645164734,19.35483870967742,172.58622480000008,179.81105400000115,0.9598198829311071,9992.775170800005,-0.0722482919999493,6,25,0
BTCUSDT,1h,9,2021-08-03 06:00:00+00:00,2022-02-27 13:00:00+00:00,2022-02-27 14:00:00+00:00,2022-04-10 05:00:00+00:00,total_pnl,volume_zscore_24 > 0 AND 65 <= rsi_14 < 100,2,volume_zscore_24 > 0 AND 65 <= rsi_14 < 100,2,0.03,0.006,24,5.0,7.02,351,59,277,15,16.80911680911681,78.91737891737893,4.273504273504273,0.0008806519995458168,-0.00031934800045418314,135,273.22473463261144,2.0238869232045293,28.888888888888886,963.6991819926158,690.4744473600043,1.3957057870530518,10273.22473463263,2.732247346326294,31,96,8,0.03,0.006,24,5.0,7.199999999999999,72,9,58,5,12.5,80.55555555555556,6.944444444444445,-0.00039092570924771094,-0.0015909257092477109,35,-35.994597840001916,-1.0284170811429119,17.142857142857142,172.58622480000008,208.580822640002,0.8274309335612966,9964.005402160006,-0.3599459783999373,6,29,0
BTCUSDT,1h,10,2021-09-13 22:00:00+00:00,2022-04-10 05:00:00+00:00,2022-04-10 06:00:00+00:00,2022-05-21 21:00:00+00:00,total_pnl,volume_zscore_24 <= q25 AND 65 <= rsi_14 < 100,2,volume_zscore_24 <= q25 AND 65 <= rsi_14 < 100,2,0.03,0.015,24,2.0,5.08,254,67,122,65,26.37795275590551,48.031496062992126,25.590551181102363,0.002069361814259644,0.0008693618142596442,78,232.8814767542483,2.9856599583877985,50.0,832.9781428314584,600.0966660772101,1.3880732720556144,10232.881476754237,2.3288147675423714,25,36,17,0.03,0.015,24,2.0,5.0,50,1,32,17,2.0,64.0,34.0,-0.006992299548787004,-0.008192299548787004,16,-134.96233947510973,-8.435146217194358,18.75,41.92094905827946,176.8832885333892,0.23699779332385207,9865.037660524891,-1.3496233947510883,1,10,5
BTCUSDT,1h,11,2021-10-25 14:00:00+00:00,2022-05-21 21:00:00+00:00,2022-05-21 22:00:00+00:00,2022-07-02 13:00:00+00:00,total_pnl,65 <= rsi_14 < 100 AND volume_zscore_24 > 1,2,65 <= rsi_14 < 100 AND volume_zscore_24 > 1,2,0.03,0.006,24,5.0,2.7199999999999998,136,29,98,9,21.323529411764707,72.05882352941177,6.61764705882353,0.0028294555530112295,0.0016294555530112296,69,192.2188933418787,2.7857810629257784,28.985507246376812,537.9022437582181,345.6833504163394,1.5560548204313895,10192.218893341887,1.9221889334188744,18,48,3,0.03,0.006,24,5.0,3.2,32,6,26,0,18.75,81.25,0.0,0.0007499999999999996,-0.0004500000000000003,19,-28.78596216000051,-1.5150506400000268,15.789473684210526,86.29311239999993,115.07907456000044,0.7498592835399284,9971.214037840004,-0.28785962159996414,3,16,0
BTCUSDT,1h,12,2021-12-06 06:00:00+00:00,2022-07-02 13:00:00+00:00,2022-07-02 14:00:00+00:00,2022-08-13 05:00:00+00:00,total_pnl,volume_zscore_24 <= q25 AND 65 <= rsi_14 < 100,2,volume_zscore_24 <= q25 AND 65 <= rsi_14 < 100,2,0.015,0.015,48,1.0,4.32,216,137,79,0,63.42592592592593,36.574074074074076,0.0,0.004027777777777781,0.0028277777777777815,92,189.27322799999456,2.057317695652115,60.86956521739131,771.8124623999948,582.5392344000003,1.3249106958348322,10189.27322800002,1.8927322800002002,56,36,0,0.015,0.015,48,1.0,3.4000000000000004,33,23,10,0,69.6969696969697,30.303030303030305,0.0,0.005909090909090911,0.004709090909090911,14,13.169050799999013,0.9406464857142153,57.14285714285714,110.25892319999923,97.08987240000022,1.1356377392869967,10013.169050800003,0.1316905080000288,8,6,0
BTCUSDT,1h,13,2022-01-16 22:00:00+00:00,2022-08-13 05:00:00+00:00,2022-08-13 06:00:00+00:00,2022-09-23 21:00:00+00:00,total_pnl,atr_14 > q75 AND rsi_14 between q50-q75,2,atr_14 > q75 AND rsi_14 between q50-q75,2,0.02,0.012,24,1.6666666666666667,6.1,305,141,161,3,46.22950819672131,52.78688524590164,0.9836065573770493,0.002965070303540072,0.0017650703035400723,124,296.58106278051514,2.391782764358993,49.193548387096776,1127.2514549405191,830.6703921600034,1.3570382014089992,10296.581062780497,2.9658106278049674,60,63,1,0.02,0.012,24,1.6666666666666667,0.6,6,2,4,0,33.33333333333333,66.66666666666666,0.0,-0.0013333333333333333,-0.002533333333333333,3,-7.594121440000322,-2.5313738133334405,33.33333333333333,18.776367199999868,26.37048864000019,0.7120219672956251,9992.40587856,-0.0759412144000089,1,2,0
BTCUSDT,1h,14,2022-02-27 14:00:00+00:00,2022-09-23 21:00:00+00:00,2022-09-23 22:00:00+00:00,2022-11-04 13:00:00+00:00,total_pnl,atr_14 > q75 AND rsi_14 between q25-q50,2,atr_14 > q75 AND rsi_14 between q25-q50,2,0.03,0.015,24,2.0,5.58,279,99,157,23,35.483870967741936,56.272401433691755,8.24372759856631,0.002723964741307275,0.001523964741307275,95,267.04872313870897,2.8110391909337786,43.15789473684211,1118.6694674566131,851.6207443179043,1.313577052837761,10267.048723138696,2.6704872313869603,37,52,6,0.03,0.015,24,2.0,0.8,8,4,0,4,50.0,0.0,50.0,0.012556521278787803,0.011356521278787803,3,52.09831773141525,17.36610591047175,66.66666666666666,57.5287416000001,5.430423868584853,10.593784756435939,10052.098317731414,0.5209831773141377,2,0,1
BTCUSDT,1h,15,2022-04-10 06:00:00+00:00,2022-11-04 13:00:00+00:00,2022-11-04 14:00:00+00:00,2022-12-16 05:00:00+00:00,total_pnl,rolling_std_24 between q25-q50 AND atr_14 <= q25,2,rolling_std_24 between q25-q50 AND atr_14 <= q25,2,0.03,0.01,24,3.0,4.74,236,27,137,72,11.440677966101696,58.05084745762712,30.508474576271187,-0.0003587650317525079,-0.001558765031752508,53,120.40764613023043,2.2718423798156686,45.28301886792453,433.89825969870094,313.4906135684705,1.384086926111208,10120.40764613022,1.2040764613021928,10,28,15,0.03,0.01,24,3.0,5.7,57,0,44,13,0.0,77.19298245614034,22.807017543859647,-0.006077130044004955,-0.007277130044004955,8,-61.37905140570649,-7.672381425713311,12.5,9.62036328261479,70.99941468832128,0.13549919143484498,9938.62094859429,-0.6137905140570911,0,6,2
BTCUSDT,1h,17,2022-07-02 14:00:00+00:00,2023-01-26 21:00:00+00:00,2023-01-26 22:00:00+00:00,2023-03-09 13:00:00+00:00,total_pnl,volume_zscore_24 > q75 AND 0 <= rsi_14 < 35,2,volume_zscore_24 > q75 AND 0 <= rsi_14 < 35,2,0.03,0.012,72,2.5,5.8999999999999995,295,98,183,14,33.220338983050844,62.03389830508475,4.745762711864407,0.003108100334207017,0.0019081003342070171,124,364.1970904780959,2.937073310307225,40.32258064516129,1339.9051701581006,975.7080796800047,1.3732643995297638,10364.197090478046,3.6419709047804645,45,74,5,0.03,0.012,72,2.5,6.0,60,13,40,7,21.666666666666668,66.66666666666666,11.666666666666666,-0.0010247320915426883,-0.0022247320915426885,21,-10.657035661504779,-0.5074778886430847,42.857142857142854,147.56589617849545,158.22293184000023,0.9326454418612247,9989.342964338488,-0.10657035661512054,5,12,4
