symbol,timeframe,strategy_name,fold,train_start,train_end,test_start,test_end,test_short_sma,test_long_sma,test_rsi_buy_threshold,test_use_macd_filter,test_tp_rate,test_sl_rate,test_lookahead_steps,test_reward_risk,test_signal_count,test_trade_count,test_total_pnl,test_avg_pnl,test_win_rate,test_gross_profit,test_gross_loss,test_profit_factor,test_final_equity,test_total_return,test_take_profit_count,test_stop_loss_count,test_time_exit_count
SOLUSDT,5m,sma5_30_rsi60_macd_tp020_sl015_lh96,5,2025-12-08 16:35:00+00:00,2025-12-26 01:10:00+00:00,2025-12-26 01:15:00+00:00,2025-12-29 12:30:00+00:00,5,30,60.0,True,0.02,0.015,96,1.3333333333333335,8,5,53.250763006278476,10.650152601255694,100.0,53.250763006278476,0.0,999.0,10053.25076300628,0.5325076300627916,2,0,3
SOLUSDT,5m,sma5_30_rsi60_nomacd_tp020_sl015_lh96,5,2025-12-08 16:35:00+00:00,2025-12-26 01:10:00+00:00,2025-12-26 01:15:00+00:00,2025-12-29 12:30:00+00:00,5,30,60.0,False,0.02,0.015,96,1.3333333333333335,8,5,53.250763006278476,10.650152601255694,100.0,53.250763006278476,0.0,999.0,10053.25076300628,0.5325076300627916,2,0,3
SOLUSDT,5m,sma8_30_rsi65_macd_tp030_sl015_lh72,5,2025-12-08 16:35:00+00:00,2025-12-26 01:10:00+00:00,2025-12-26 01:15:00+00:00,2025-12-29 12:30:00+00:00,8,30,65.0,True,0.03,0.015,72,2.0,7,5,30.767820692686087,6.1535641385372175,60.0,47.45489379370167,16.687073101015585,2.8438117042115394,10030.767820692687,0.30767820692686654,1,1,3
SOLUSDT,5m,sma12_50_rsi65_macd_tp030_sl012_lh72,5,2025-12-08 16:35:00+00:00,2025-12-26 01:10:00+00:00,2025-12-26 01:15:00+00:00,2025-12-29 12:30:00+00:00,12,50,65.0,True,0.03,0.012,72,2.5,3,3,-12.316516833623155,-4.105505611207718,33.33333333333333,1.2916832299137013,13.608200063536856,0.09491947677744421,9987.683483166376,-0.12316516833623609,0,1,2
SOLUSDT,5m,sma10_80_rsi50_macd_tp030_sl006_lh96,5,2025-12-08 16:35:00+00:00,2025-12-26 01:10:00+00:00,2025-12-26 01:15:00+00:00,2025-12-29 12:30:00+00:00,10,80,50.0,True,0.03,0.006,96,5.0,10,6,29.075578362266924,4.845929727044488,66.66666666666666,41.870698842267075,12.79512048000015,3.2723958252456082,10029.075578362266,0.2907557836226624,1,2,3
SOLUSDT,5m,sma5_30_rsi60_macd_tp020_sl015_lh96,6,2025-12-12 03:55:00+00:00,2025-12-29 12:30:00+00:00,2025-12-29 12:35:00+00:00,2026-01-01 23:50:00+00:00,5,30,60.0,True,0.02,0.015,96,1.3333333333333335,15,9,-11.251906992448085,-1.2502118880497872,44.44444444444444,24.24781177313764,35.499718765585726,0.6830423624832783,9988.74809300755,-0.11251906992449223,0,1,8
SOLUSDT,5m,sma5_30_rsi60_nomacd_tp020_sl015_lh96,6,2025-12-12 03:55:00+00:00,2025-12-29 12:30:00+00:00,2025-12-29 12:35:00+00:00,2026-01-01 23:50:00+00:00,5,30,60.0,False,0.02,0.015,96,1.3333333333333335,15,9,-11.251906992448085,-1.2502118880497872,44.44444444444444,24.24781177313764,35.499718765585726,0.6830423624832783,9988.74809300755,-0.11251906992449223,0,1,8
SOLUSDT,5m,sma8_30_rsi65_macd_tp030_sl015_lh72,6,2025-12-12 03:55:00+00:00,2025-12-29 12:30:00+00:00,2025-12-29 12:35:00+00:00,2026-01-01 23:50:00+00:00,8,30,65.0,True,0.03,0.015,72,2.0,7,6,-4.351497756734375,-0.7252496261223959,50.0,27.878134326703275,32.22963208343765,0.8649845662069923,9995.648502243264,-0.043514977567356256,0,2,4
SOLUSDT,5m,sma12_50_rsi65_macd_tp030_sl012_lh72,6,2025-12-12 03:55:00+00:00,2025-12-29 12:30:00+00:00,2025-12-29 12:35:00+00:00,2026-01-01 23:50:00+00:00,12,50,65.0,True,0.03,0.012,72,2.5,9,7,22.692332942897565,3.2417618489853663,42.857142857142854,32.78190347481916,10.089570531921595,3.2490880926103927,10022.692332942897,0.2269233294289734,0,0,7
SOLUSDT,5m,sma10_80_rsi50_macd_tp030_sl006_lh96,6,2025-12-12 03:55:00+00:00,2025-12-29 12:30:00+00:00,2025-12-29 12:35:00+00:00,2026-01-01 23:50:00+00:00,10,80,50.0,True,0.03,0.006,96,5.0,9,8,1.766820510905859,0.22085256386323238,50.0,27.357061470905933,25.590240960000074,1.0690427461651324,10001.766820510904,0.017668205109039263,0,4,4
SOLUSDT,5m,sma5_30_rsi60_macd_tp020_sl015_lh96,7,2025-12-15 15:15:00+00:00,2026-01-01 23:50:00+00:00,2026-01-01 23:55:00+00:00,2026-01-05 11:10:00+00:00,5,30,60.0,True,0.02,0.015,96,1.3333333333333335,10,7,73.31948444241289,10.474212063201842,85.71428571428571,88.7134450424129,15.393960600000014,5.762873333741858,10073.319484442414,0.7331948444241425,4,1,2
