symbol,timeframe,folds,train_rows,test_rows,step_rows,selection_objective,fee_rate,initial_cash,test_trade_count,test_total_pnl,test_avg_pnl,avg_test_win_rate,test_profit_factor,profitable_folds,profitable_fold_rate
SOLUSDT,5m,44,5000,1000,1000,total_pnl,0.0006,10000.0,322,-636.7087866304944,-1.9773564802189267,39.6894708826527,0.6661223309632287,15,34.090909090909086
