symbol,timeframe,fold,train_start,train_end,test_start,test_end,filter_name,skipped,skip_reason,tp_rate,sl_rate,lookahead_steps,base_signal_count,filtered_signal_count,blocked_signal_count,blocked_trade_count,delta_pnl,delta_avg_pnl,base_trade_count,base_total_pnl,base_avg_pnl,base_win_rate,base_gross_profit,base_gross_loss,base_profit_factor,base_final_equity,base_total_return,base_take_profit_count,base_stop_loss_count,base_time_exit_count,filtered_trade_count,filtered_total_pnl,filtered_avg_pnl,filtered_win_rate,filtered_gross_profit,filtered_gross_loss,filtered_profit_factor,filtered_final_equity,filtered_total_return,filtered_take_profit_count,filtered_stop_loss_count,filtered_time_exit_count
SOLUSDT,5m,1,2025-11-24 19:15:00+00:00,2025-12-12 03:50:00+00:00,2025-12-12 03:55:00+00:00,2025-12-15 15:10:00+00:00,rolling_std_24 > q75 AND atr_14 > q75,False,,0.03,0.012,48,3,0,3,3,0.3855839784091586,0.12852799280305285,3,-0.3855839784091586,-0.12852799280305285,33.33333333333333,2.542036948154987,2.9276209265641455,0.8682944315261198,9999.61441602159,-0.003855839784100681,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0,0,0
SOLUSDT,5m,1,2025-11-24 19:15:00+00:00,2025-12-12 03:50:00+00:00,2025-12-12 03:55:00+00:00,2025-12-15 15:10:00+00:00,rolling_std_24 > q75 AND atr_14 > q75,False,,0.03,0.012,72,3,0,3,3,-9.94251800225959,-3.314172667419863,3,9.94251800225959,3.314172667419863,100.0,9.94251800225959,0.0,999.0,10009.942518002259,0.09942518002259021,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0,0,0
SOLUSDT,5m,1,2025-11-24 19:15:00+00:00,2025-12-12 03:50:00+00:00,2025-12-12 03:55:00+00:00,2025-12-15 15:10:00+00:00,rolling_std_24 > q75 AND atr_14 > q75,False,,0.03,0.012,96,3,0,3,3,-9.90646550179656,-3.30215516726552,3,9.90646550179656,3.30215516726552,66.66666666666666,11.43796278954835,1.5314972877517903,7.468483869363601,10009.906465501797,0.09906465501797357,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0,0,0
SOLUSDT,5m,1,2025-11-24 19:15:00+00:00,2025-12-12 03:50:00+00:00,2025-12-12 03:55:00+00:00,2025-12-15 15:10:00+00:00,rolling_std_24 > q75 AND atr_14 > q75,False,,0.03,0.015,48,3,0,3,3,0.3855839784091586,0.12852799280305285,3,-0.3855839784091586,-0.12852799280305285,33.33333333333333,2.542036948154987,2.9276209265641455,0.8682944315261198,9999.61441602159,-0.003855839784100681,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0,0,0
SOLUSDT,5m,1,2025-11-24 19:15:00+00:00,2025-12-12 03:50:00+00:00,2025-12-12 03:55:00+00:00,2025-12-15 15:10:00+00:00,rolling_std_24 > q75 AND atr_14 > q75,False,,0.03,0.015,72,3,0,3,3,-9.94251800225959,-3.314172667419863,3,9.94251800225959,3.314172667419863,100.0,9.94251800225959,0.0,999.0,10009.942518002259,0.09942518002259021,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0,0,0
SOLUSDT,5m,1,2025-11-24 19:15:00+00:00,2025-12-12 03:50:00+00:00,2025-12-12 03:55:00+00:00,2025-12-15 15:10:00+00:00,rolling_std_24 > q75 AND atr_14 > q75,False,,0.03,0.015,96,3,0,3,3,-9.90646550179656,-3.30215516726552,3,9.90646550179656,3.30215516726552,66.66666666666666,11.43796278954835,1.5314972877517903,7.468483869363601,10009.906465501797,0.09906465501797357,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0,0,0
SOLUSDT,5m,1,2025-11-24 19:15:00+00:00,2025-12-12 03:50:00+00:00,2025-12-12 03:55:00+00:00,2025-12-15 15:10:00+00:00,rolling_std_24 > q75 AND atr_14 > q75,False,,0.035,0.01,48,3,0,3,3,0.3855839784091586,0.12852799280305285,3,-0.3855839784091586,-0.12852799280305285,33.33333333333333,2.542036948154987,2.9276209265641455,0.8682944315261198,9999.61441602159,-0.003855839784100681,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0,0,0
SOLUSDT,5m,1,2025-11-24 19:15:00+00:00,2025-12-12 03:50:00+00:00,2025-12-12 03:55:00+00:00,2025-12-15 15:10:00+00:00,rolling_std_24 > q75 AND atr_14 > q75,False,,0.035,0.01,72,3,0,3,3,-9.94251800225959,-3.314172667419863,3,9.94251800225959,3.314172667419863,100.0,9.94251800225959,0.0,999.0,10009.942518002259,0.09942518002259021,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0,0,0
SOLUSDT,5m,1,2025-11-24 19:15:00+00:00,2025-12-12 03:50:00+00:00,2025-12-12 03:55:00+00:00,2025-12-15 15:10:00+00:00,rolling_std_24 > q75 AND atr_14 > q75,False,,0.035,0.01,96,3,0,3,3,-9.90646550179656,-3.30215516726552,3,9.90646550179656,3.30215516726552,66.66666666666666,11.43796278954835,1.5314972877517903,7.468483869363601,10009.906465501797,0.09906465501797357,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0,0,0
SOLUSDT,5m,1,2025-11-24 19:15:00+00:00,2025-12-12 03:50:00+00:00,2025-12-12 03:55:00+00:00,2025-12-15 15:10:00+00:00,rolling_std_24 > q75 AND atr_14 > q75,False,,0.035,0.012,48,3,0,3,3,0.3855839784091586,0.12852799280305285,3,-0.3855839784091586,-0.12852799280305285,33.33333333333333,2.542036948154987,2.9276209265641455,0.8682944315261198,9999.61441602159,-0.003855839784100681,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0,0,0
SOLUSDT,5m,1,2025-11-24 19:15:00+00:00,2025-12-12 03:50:00+00:00,2025-12-12 03:55:00+00:00,2025-12-15 15:10:00+00:00,rolling_std_24 > q75 AND atr_14 > q75,False,,0.035,0.012,72,3,0,3,3,-9.94251800225959,-3.314172667419863,3,9.94251800225959,3.314172667419863,100.0,9.94251800225959,0.0,999.0,10009.942518002259,0.09942518002259021,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0,0,0
SOLUSDT,5m,1,2025-11-24 19:15:00+00:00,2025-12-12 03:50:00+00:00,2025-12-12 03:55:00+00:00,2025-12-15 15:10:00+00:00,rolling_std_24 > q75 AND atr_14 > q75,False,,0.035,0.012,96,3,0,3,3,-9.90646550179656,-3.30215516726552,3,9.90646550179656,3.30215516726552,66.66666666666666,11.43796278954835,1.5314972877517903,7.468483869363601,10009.906465501797,0.09906465501797357,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0,0,0
SOLUSDT,5m,1,2025-11-24 19:15:00+00:00,2025-12-12 03:50:00+00:00,2025-12-12 03:55:00+00:00,2025-12-15 15:10:00+00:00,rolling_std_24 > q75 AND atr_14 > q75,False,,0.035,0.015,48,3,0,3,3,0.3855839784091586,0.12852799280305285,3,-0.3855839784091586,-0.12852799280305285,33.33333333333333,2.542036948154987,2.9276209265641455,0.8682944315261198,9999.61441602159,-0.003855839784100681,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0,0,0
SOLUSDT,5m,1,2025-11-24 19:15:00+00:00,2025-12-12 03:50:00+00:00,2025-12-12 03:55:00+00:00,2025-12-15 15:10:00+00:00,rolling_std_24 > q75 AND atr_14 > q75,False,,0.035,0.015,72,3,0,3,3,-9.94251800225959,-3.314172667419863,3,9.94251800225959,3.314172667419863,100.0,9.94251800225959,0.0,999.0,10009.942518002259,0.09942518002259021,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0,0,0
SOLUSDT,5m,1,2025-11-24 19:15:00+00:00,2025-12-12 03:50:00+00:00,2025-12-12 03:55:00+00:00,2025-12-15 15:10:00+00:00,rolling_std_24 > q75 AND atr_14 > q75,False,,0.035,0.015,96,3,0,3,3,-9.90646550179656,-3.30215516726552,3,9.90646550179656,3.30215516726552,66.66666666666666,11.43796278954835,1.5314972877517903,7.468483869363601,10009.906465501797,0.09906465501797357,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0,0,0
SOLUSDT,5m,2,2025-11-28 06:35:00+00:00,2025-12-15 15:10:00+00:00,2025-12-15 15:15:00+00:00,2025-12-19 02:30:00+00:00,rolling_std_24 > q75 AND atr_14 > q75,False,,0.025,0.01,48,7,2,5,5,-52.352644149751086,-14.904635164250221,7,31.5607233497509,4.508674764250129,71.42857142857143,52.352644149751086,20.791920800000184,2.51793206858265,10031.56072334975,0.3156072334975033,1,2,4,2,-20.791920800000184,-10.395960400000092,0.0,0.0,20.791920800000184,0.0,9979.208079200002,-0.2079192079999848,0,2,0
SOLUSDT,5m,2,2025-11-28 06:35:00+00:00,2025-12-15 15:10:00+00:00,2025-12-15 15:15:00+00:00,2025-12-19 02:30:00+00:00,rolling_std_24 > q75 AND atr_14 > q75,False,,0.025,0.01,72,7,2,5,4,-73.22288872635636,-19.134455054392788,6,52.430967926356175,8.738494654392696,83.33333333333334,62.826928326356324,10.395960400000149,6.043398195933434,10052.430967926353,0.5243096792635333,2,1,3,2,-20.791920800000184,-10.395960400000092,0.0,0.0,20.791920800000184,0.0,9979.208079200002,-0.2079192079999848,0,2,0
SOLUSDT,5m,2,2025-11-28 06:35:00+00:00,2025-12-15 15:10:00+00:00,2025-12-15 15:15:00+00:00,2025-12-19 02:30:00+00:00,rolling_std_24 > q75 AND atr_14 > q75,False,,0.025,0.01,96,7,2,5,4,-57.29880347553478,-16.480440845922526,6,36.5068826755346,6.084480445922433,50.0,53.79803455139415,17.291151875859555,3.1113042634540977,10036.506882675534,0.3650688267553414,2,1,3,2,-20.791920800000184,-10.395960400000092,0.0,0.0,20.791920800000184,0.0,9979.208079200002,-0.2079192079999848,0,2,0
SOLUSDT,5m,2,2025-11-28 06:35:00+00:00,2025-12-15 15:10:00+00:00,2025-12-15 15:15:00+00:00,2025-12-19 02:30:00+00:00,rolling_std_24 > q75 AND atr_14 > q75,False,,0.025,0.012,48,7,2,5,5,-52.352644149751086,-14.915546126794961,7,31.53017265462563,4.5043103792322325,71.42857142857143,52.352644149751086,20.822471495125455,2.5142377628902914,10031.530172654624,0.3153017265462404,1,1,5,2,-20.822471495125455,-10.411235747562728,0.0,0.0,20.822471495125455,0.0,9979.177528504873,-0.20822471495126593,0,1,1
SOLUSDT,5m,2,2025-11-28 06:35:00+00:00,2025-12-15 15:10:00+00:00,2025-12-15 15:15:00+00:00,2025-12-19 02:30:00+00:00,rolling_std_24 > q75 AND atr_14 > q75,False,,0.025,0.012,72,7,2,5,4,-75.22208880635628,-20.800455121059393,6,50.43176784635625,8.405294641059376,83.33333333333334,62.826928326356324,12.395160480000072,5.068665986836498,10050.431767846354,0.5043176784635397,2,1,3,2,-24.79032096000003,-12.395160480000015,0.0,0.0,24.79032096000003,0.0,9975.20967904,-0.24790320960000828,0,2,0
SOLUSDT,5m,2,2025-11-28 06:35:00+00:00,2025-12-15 15:10:00+00:00,2025-12-15 15:15:00+00:00,2025-12-19 02:30:00+00:00,rolling_std_24 > q75 AND atr_14 > q75,False,,0.025,0.012,96,7,2,5,4,-59.298003555534706,-18.146440912589128,6,34.507682595534675,5.7512804325891125,50.0,53.79803455139415,19.290351955859478,2.7888570760396574,10034.507682595533,0.34507682595532974,2,1,3,2,-24.79032096000003,-12.395160480000015,0.0,0.0,24.79032096000003,0.0,9975.20967904,-0.24790320960000828,0,2,0
SOLUSDT,5m,2,2025-11-28 06:35:00+00:00,2025-12-15 15:10:00+00:00,2025-12-15 15:15:00+00:00,2025-12-19 02:30:00+00:00,rolling_std_24 > q75 AND atr_14 > q75,False,,0.025,0.015,48,7,2,5,5,-52.352644149751086,-15.986546169652122,7,28.531372534625575,4.075910362089368,71.42857142857143,52.352644149751086,23.82127161512551,2.1977266787264766,10028.531372534624,0.285313725346241,1,1,5,2,-23.82127161512551,-11.910635807562755,0.0,0.0,23.82127161512551,0.0,9976.178728384873,-0.23821271615126535,0,1,1
SOLUSDT,5m,2,2025-11-28 06:35:00+00:00,2025-12-15 15:10:00+00:00,2025-12-15 15:15:00+00:00,2025-12-19 02:30:00+00:00,rolling_std_24 > q75 AND atr_14 > q75,False,,0.025,0.015,72,7,2,5,4,-62.9151465393611,-15.646584027561818,6,47.432967726356196,7.905494621059366,83.33333333333334,62.826928326356324,15.393960600000128,4.081271217905794,10047.432967726354,0.47432967726354036,2,1,3,2,-15.482178813004907,-7.741089406502454,0.0,0.0,15.482178813004907,0.0,9984.517821186995,-0.15482178813004793,0,1,1
SOLUSDT,5m,2,2025-11-28 06:35:00+00:00,2025-12-15 15:10:00+00:00,2025-12-15 15:15:00+00:00,2025-12-19 02:30:00+00:00,rolling_std_24 > q75 AND atr_14 > q75,False,,0.025,0.015,96,7,2,5,4,-45.97790048080515,-12.485989415224367,6,31.50888247553462,5.251480412589103,50.0,53.79803455139415,22.289152075859533,2.413642042922781,10031.508882475533,0.3150888247553303,2,1,3,2,-14.469018005270527,-7.234509002635264,50.0,0.9249425947296004,15.393960600000128,0.060084770824318776,9985.530981994729,-0.1446901800527121,0,1,1
SOLUSDT,5m,2,2025-11-28 06:35:00+00:00,2025-12-15 15:10:00+00:00,2025-12-15 15:15:00+00:00,2025-12-19 02:30:00+00:00,rolling_std_24 > q75 AND atr_14 > q75,False,,0.03,0.01,48,7,2,5,5,-57.350644349751065,-15.618635192821646,7,36.55872354975088,5.222674792821555,71.42857142857143,57.350644349751065,20.791920800000184,2.7583139095908136,10036.558723549751,0.3655872354975145,1,2,4,2,-20.791920800000184,-10.395960400000092,0.0,0.0,20.791920800000184,0.0,9979.208079200002,-0.2079192079999848,0,2,0
SOLUSDT,5m,2,2025-11-28 06:35:00+00:00,2025-12-15 15:10:00+00:00,2025-12-15 15:15:00+00:00,2025-12-19 02:30:00+00:00,rolling_std_24 > q75 AND atr_14 > q75,False,,0.03,0.01,72,7,2,5,4,-69.4005405894984,-18.497397031583127,6,48.60861978949822,8.101436631583036,83.33333333333334,59.00458018949837,10.395960400000149,5.6757219072802085,10048.608619789498,0.48608619789498336,1,1,4,2,-20.791920800000184,-10.395960400000092,0.0,0.0,20.791920800000184,0.0,9979.208079200002,-0.2079192079999848,0,2,0
SOLUSDT,5m,2,2025-11-28 06:35:00+00:00,2025-12-15 15:10:00+00:00,2025-12-15 15:15:00+00:00,2025-12-19 02:30:00+00:00,rolling_std_24 > q75 AND atr_14 > q75,False,,0.03,0.01,96,7,2,5,4,-39.35758789134786,-13.490238248558038,6,18.565667091347677,3.094277848557946,50.0,35.85681896720723,17.291151875859555,2.0737090984243505,10018.565667091349,0.18565667091348587,1,1,4,2,-20.791920800000184,-10.395960400000092,0.0,0.0,20.791920800000184,0.0,9979.208079200002,-0.2079192079999848,0,2,0
SOLUSDT,5m,2,2025-11-28 06:35:00+00:00,2025-12-15 15:10:00+00:00,2025-12-15 15:15:00+00:00,2025-12-19 02:30:00+00:00,rolling_std_24 > q75 AND atr_14 > q75,False,,0.03,0.012,48,7,2,5,5,-57.350644349751065,-15.629546155366386,7,36.52817285462561,5.218310407803658,71.42857142857143,57.350644349751065,20.822471495125455,2.7542669160659847,10036.528172854625,0.3652817285462515,1,1,5,2,-20.822471495125455,-10.411235747562728,0.0,0.0,20.822471495125455,0.0,9979.177528504873,-0.20822471495126593,0,1,1
SOLUSDT,5m,2,2025-11-28 06:35:00+00:00,2025-12-15 15:10:00+00:00,2025-12-15 15:15:00+00:00,2025-12-19 02:30:00+00:00,rolling_std_24 > q75 AND atr_14 > q75,False,,0.03,0.012,72,7,2,5,4,-71.39974066949833,-20.16339709824973,6,46.6094197094983,7.768236618249716,83.33333333333334,59.00458018949837,12.395160480000072,4.76029175134149,10046.609419709499,0.4660941970949898,1,1,4,2,-24.79032096000003,-12.395160480000015,0.0,0.0,24.79032096000003,0.0,9975.20967904,-0.24790320960000828,0,2,0
SOLUSDT,5m,2,2025-11-28 06:35:00+00:00,2025-12-15 15:10:00+00:00,2025-12-15 15:15:00+00:00,2025-12-19 02:30:00+00:00,rolling_std_24 > q75 AND atr_14 > q75,False,,0.03,0.012,96,7,2,5,4,-41.356787971347785,-15.156238315224641,6,16.566467011347754,2.7610778352246257,50.0,35.85681896720723,19.290351955859478,1.8587954770994035,10016.566467011347,0.16566467011347413,1,1,4,2,-24.79032096000003,-12.395160480000015,0.0,0.0,24.79032096000003,0.0,9975.20967904,-0.24790320960000828,0,2,0
SOLUSDT,5m,2,2025-11-28 06:35:00+00:00,2025-12-15 15:10:00+00:00,2025-12-15 15:15:00+00:00,2025-12-19 02:30:00+00:00,rolling_std_24 > q75 AND atr_14 > q75,False,,0.03,0.015,48,7,2,5,5,-57.350644349751065,-16.70054619822355,7,33.529372734625554,4.789910390660793,71.42857142857143,57.350644349751065,23.82127161512551,2.407539164002303,10033.529372734625,0.3352937273462521,1,1,5,2,-23.82127161512551,-11.910635807562755,0.0,0.0,23.82127161512551,0.0,9976.178728384873,-0.23821271615126535,0,1,1
SOLUSDT,5m,2,2025-11-28 06:35:00+00:00,2025-12-15 15:10:00+00:00,2025-12-15 15:15:00+00:00,2025-12-19 02:30:00+00:00,rolling_std_24 > q75 AND atr_14 > q75,False,,0.03,0.015,72,7,2,5,4,-59.09279840250315,-15.00952600475216,6,43.61061958949824,7.268436598249707,83.33333333333334,59.00458018949837,15.393960600000128,3.832969417207543,10043.610619589499,0.4361061958949904,1,1,4,2,-15.482178813004907,-7.741089406502454,0.0,0.0,15.482178813004907,0.0,9984.517821186995,-0.15482178813004793,0,1,1
SOLUSDT,5m,2,2025-11-28 06:35:00+00:00,2025-12-15 15:10:00+00:00,2025-12-15 15:15:00+00:00,2025-12-19 02:30:00+00:00,rolling_std_24 > q75 AND atr_14 > q75,False,,0.03,0.015,96,7,2,5,4,-28.036684896618226,-9.49578681785988,6,13.567666891347699,2.2612778152246165,50.0,35.85681896720723,22.289152075859533,1.6087116658889093,10013.567666891347,0.1356766689134747,1,1,4,2,-14.469018005270527,-7.234509002635264,50.0,0.9249425947296004,15.393960600000128,0.060084770824318776,9985.530981994729,-0.1446901800527121,0,1,1
SOLUSDT,5m,2,2025-11-28 06:35:00+00:00,2025-12-15 15:10:00+00:00,2025-12-15 15:15:00+00:00,2025-12-19 02:30:00+00:00,rolling_std_24 > q75 AND atr_14 > q75,False,,0.035,0.01,48,7,2,5,5,-62.34864454975104,-16.332635221393073,7,41.55672374975086,5.936674821392979,71.42857142857143,62.34864454975104,20.791920800000184,2.9986957505989773,10041.556723749753,0.41556723749752567,1,2,4,2,-20.791920800000184,-10.395960400000092,0.0,0.0,20.791920800000184,0.0,9979.208079200002,-0.2079192079999848,0,2,0
SOLUSDT,5m,2,2025-11-28 06:35:00+00:00,2025-12-15 15:10:00+00:00,2025-12-15 15:15:00+00:00,2025-12-19 02:30:00+00:00,rolling_std_24 > q75 AND atr_14 > q75,False,,0.035,0.01,72,7,2,5,4,-74.39854078949838,-19.33039706491646,6,53.6066199894982,8.934436664916367,83.33333333333334,64.00258038949835,10.395960400000149,6.156485589296534,10053.606619989496,0.5360661998949581,1,1,4,2,-20.791920800000184,-10.395960400000092,0.0,0.0,20.791920800000184,0.0,9979.208079200002,-0.2079192079999848,0,2,0
SOLUSDT,5m,2,2025-11-28 06:35:00+00:00,2025-12-15 15:10:00+00:00,2025-12-15 15:15:00+00:00,2025-12-19 02:30:00+00:00,rolling_std_24 > q75 AND atr_14 > q75,False,,0.035,0.01,96,7,2,5,4,-44.35558809134784,-14.323238281891369,6,23.563667291347656,3.927277881891276,50.0,40.85481916720721,17.291151875859555,2.362758679151113,10023.563667291346,0.23563667291346063,1,1,4,2,-20.791920800000184,-10.395960400000092,0.0,0.0,20.791920800000184,0.0,9979.208079200002,-0.2079192079999848,0,2,0
SOLUSDT,5m,2,2025-11-28 06:35:00+00:00,2025-12-15 15:10:00+00:00,2025-12-15 15:15:00+00:00,2025-12-19 02:30:00+00:00,rolling_std_24 > q75 AND atr_14 > q75,False,,0.035,0.012,48,7,2,5,5,-62.34864454975104,-16.34354618393781,7,41.52617305462559,5.932310436375084,71.42857142857143,62.34864454975104,20.822471495125455,2.9942960692416785,10041.526173054624,0.41526173054624455,1,1,5,2,-20.822471495125455,-10.411235747562728,0.0,0.0,20.822471495125455,0.0,9979.177528504873,-0.20822471495126593,0,1,1
